Entity,Code,Year,Annual CO2 emissions (per capita),Average monthly precipitation,"Total population estimates, 1970-2100 (IIASA (2015))",size
Albania,ALB,1950,0.235,10.67083323,1243049.6169395447,0.7594411086255863
Albania,ALB,1951,0.313,11.15694439,1303790.3780994415,0.7940375445653569
Albania,ALB,1952,0.284,11.34909721,1363521.5545310974,0.8077130230871343
Albania,ALB,1953,0.3071,8.494722307,1422249.1067848206,0.604567720930878
Albania,ALB,1954,0.363,12.31805567,1479978.9953956604,0.8766736066904581
Albania,ALB,1955,0.467,11.49930569,1536717.1809062958,0.8184033311556228
Albania,ALB,1956,0.575,12.68548616,1592469.6238517761,0.9028235626174184
Albania,ALB,1957,1.0038,10.61083329,1647242.284778595,0.7551709246606676
Albania,ALB,1958,0.7787,12.56625009,1701041.124223709,0.8943375548955117
Albania,ALB,1959,0.9088,11.90826388,1753872.1027297974,0.8475088053487673
Albania,ALB,1960,1.2362,13.48993047,1805741.1808338165,0.9600757064234315
Albania,ALB,1961,1.3518,9.594097177,1856654.319076538,0.68281001486165
Albania,ALB,1962,1.417,13.15458337,1906617.4779987335,0.9362091190718105
Albania,ALB,1963,1.1623,13.15749999,1955636.618144989,0.9364166943453152
Albania,ALB,1964,1.093,11.91541668,2003717.7000465393,0.8480178687222352
Albania,ALB,1965,1.1459,10.44729169,2050866.684249878,0.743531701056158
Albania,ALB,1966,1.3092,13.30326382,2097089.531293869,0.9467906775448175
Albania,ALB,1967,1.34,9.804791689,2142392.2017211914,0.6978051019673837
Albania,ALB,1968,1.4983,11.73090259,2186780.656064987,0.8348860371167438
Albania,ALB,1969,1.5443,13.10159735,2230260.854873657,0.9324381144179915
Albania,ALB,1970,1.7394,12.61923587,2135480.0,0.8981085424685779
Albania,ALB,1971,1.9749,11.0023611,2314520.3280334473,0.7830358821269879
Albania,ALB,1972,2.5017,11.11798624,2355311.523464203,0.7912649006688314
Albania,ALB,1973,2.2925,11.23756945,2395218.3055152893,0.7997756142764703
Albania,ALB,1974,1.8407,11.94541649,2434246.6347312927,0.8501529493175258
Albania,ALB,1975,1.9036,8.061111112,2400390.0,0.573707697205883
Albania,ALB,1976,2.0067,11.93791668,2509691.7768058777,0.8496191893104004
Albania,ALB,1977,2.2694,8.864236236,2546120.5107536316,0.6308659548029442
Albania,ALB,1978,2.5221,11.41263874,2581694.6340141296,0.8122352613179127
Albania,ALB,1979,2.8852,13.68229179,2616420.107147217,0.973766023849326
Albania,ALB,1980,1.9258,11.59284735,2670990.0,0.8250606727560291
Albania,ALB,1981,2.68,10.48993067,2683348.9451503754,0.7465663089020407
Albania,ALB,1982,2.6171,9.373333255,2715564.2311058044,0.6670982898206419
Albania,ALB,1983,2.6802,8.999097188,2746954.709093094,0.6404639823130398
Albania,ALB,1984,2.6924,9.828750034,2777526.339635849,0.6995102126832443
Albania,ALB,1985,2.6515,10.83409731,2935990.0,0.7710605811861126
Albania,ALB,1986,2.6443,9.384097258,2836236.900577545,0.6678643618035296
Albania,ALB,1987,2.3802,10.02673608,2864387.7520599365,0.7136008407556536
Albania,ALB,1988,2.287,9.247500042,2891743.598262787,0.6581427647250033
Albania,ALB,1989,2.7554,8.558819453,2918310.3997306824,0.6091295022434302
Albania,ALB,1990,1.6569,9.166041573,3289170.0,0.6523453814587761
Albania,ALB,1991,1.2889,9.249444366,2969100.710624695,0.6582811418828373
Albania,ALB,1992,0.7687,8.783194641,2993336.1411247253,0.6250982403775557
Albania,ALB,1993,0.7247,8.641805549,3016806.3690567017,0.615035606423708
Albania,ALB,1994,0.6078,9.131736199,3039517.354949951,0.649903874717847
Albania,ALB,1995,0.6638,11.32618054,3141990.0,0.8060820481767704
Albania,ALB,1996,0.6432,11.29736098,3082685.4427986145,0.8040309657425545
Albania,ALB,1997,0.4941,8.22659721,3103154.4658355713,0.5854853103517724
Albania,ALB,1998,0.5607,10.45645821,3122888.088996887,0.7441840804871724
Albania,ALB,1999,0.9528,10.78965267,3141892.2728233337,0.7678974648720865
Albania,ALB,2000,0.9601,9.730555455,3071860.0,0.6925217237499594
Albania,ALB,2001,1.0291,9.072013895,3177736.1646385193,0.6456534500526089
Albania,ALB,2002,1.199,10.61090275,3194587.7937049866,0.7551758681152477
Albania,ALB,2003,1.3572,10.53194439,3210733.825603485,0.7495564171163254
Albania,ALB,2004,1.3217,11.56909736,3226180.2208633423,0.823370390624664
Albania,ALB,2005,1.3603,11.32833342,3141800.0,0.8062352682242304
Albania,ALB,2006,1.2548,10.05333344,3254997.9436569214,0.7154937696516019
Albania,ALB,2007,1.262,9.491111159,3268381.192260742,0.6754805201542481
Albania,ALB,2008,1.4228,9.358541608,3281088.6464004517,0.666045571204021
Albania,ALB,2009,1.4308,13.10930566,3293126.266605377,0.9329867133292341
Albania,ALB,2010,1.5088,14.05090284,3204280.0,1.0
Albania,ALB,2011,1.7178,7.497638861,3315215.847377777,0.5336054875887251
Albania,ALB,2012,1.6018,10.59972219,3325279.729034424,0.7543801498523492
Albania,ALB,2013,1.6971,10.43812513,3334697.618911743,0.7428793187783512
Albania,ALB,2014,1.9406,10.60048608,3343475.4775657654,0.7544345157538646
Algeria,DZA,1916,0.0007,0.902673694,-25886880.2714386,0.7867681858060932
Algeria,DZA,1917,0.0013,0.912156519,-25156510.070877075,0.7950333929026974
Algeria,DZA,1918,0.0032,0.898991999,-24425408.446609497,0.7835592294411353
Algeria,DZA,1919,0.0032,0.719255466,-23693649.320846558,0.626901306504603
Algeria,DZA,1920,0.0038,0.672381928,-22961306.615707397,0.5860464453297375
Algeria,DZA,1921,0.0044,0.871935985,-22228454.253585815,0.7599772737561342
Algeria,DZA,1922,0.0044,0.76248634,-21495166.156600952,0.6645812306387295
Algeria,DZA,1923,0.0025,0.983848555,-20761516.246932983,0.8575199962848328
Algeria,DZA,1924,0.0049,0.668481656,-20027578.446884155,0.5826469777857212
Algeria,DZA,1925,0.0054,0.869574549,-19293426.67866516,0.7579190519092293
Algeria,DZA,1926,0.0066,0.472808353,-18559134.864517212,0.4120986050622374
Algeria,DZA,1927,0.0095,0.894759955,-17824776.92655945,0.7798705902326779
Algeria,DZA,1928,0.0117,1.002308742,-17090426.787124634,0.8736098501624526
Algeria,DZA,1929,0.0127,0.75799473,-16356158.368392944,0.6606663543389794
Algeria,DZA,1930,0.0131,0.829153003,-15622045.59260559,0.7226877311946838
Algeria,DZA,1931,0.0151,0.651641297,-14888162.381973267,0.5679689620344908
Algeria,DZA,1932,0.0171,0.692412178,-14154582.658706665,0.6035047622813584
Algeria,DZA,1933,0.0179,1.072776153,-13421380.345077515,0.9350290733872321
Algeria,DZA,1934,0.0202,0.903940278,-12688629.363235474,0.7878721373253129
Algeria,DZA,1935,0.0188,0.721539811,-11956403.635421753,0.628892336024297
Algeria,DZA,1936,0.0072,0.688856359,-11224777.083908081,0.6004055191303944
Algeria,DZA,1937,0.0096,0.543555815,-10493823.630905151,0.47376192005424994
Algeria,DZA,1938,0.0045,0.753669984,-9763617.198562622,0.6568969162938598
Algeria,DZA,1939,0.0215,0.789968774,-9034231.70918274,0.6885348529536783
Algeria,DZA,1940,0.0313,0.661369049,-8305741.084976196,0.5764476469057612
Algeria,DZA,1941,0.0403,0.751764247,-7578219.2481536865,0.6552358805817529
Algeria,DZA,1942,0.0634,0.710257609,-6851740.120895386,0.6190587963316715
Algeria,DZA,1943,0.0588,1.027766393,-6126377.625534058,0.8957986765626098
Algeria,DZA,1944,0.0615,0.621639343,-5402205.684158325,0.5418193322445505
Algeria,DZA,1945,0.0749,0.542250194,-4679298.219070435,0.4726239439812257
Algeria,DZA,1946,0.0913,0.815330794,-3957729.152481079,0.7106403276079313
Algeria,DZA,1947,0.0878,0.506985753,-3237572.4066314697,0.44188754338214503
Algeria,DZA,1948,0.0933,0.679388172,-2518901.9037323,0.5921530704788192
Algeria,DZA,1949,0.1041,0.725151249,-1801791.5659637451,0.6320400565597435
Algeria,DZA,1950,0.4265,0.898040592,-1086315.3155975342,0.7827299854249102
Algeria,DZA,1951,0.4578,0.944034932,-372547.07487487793,0.822818539771492
Algeria,DZA,1952,0.4234,0.853080601,339439.234085083,0.7435429671390664
Algeria,DZA,1953,0.427,1.032999608,1049569.688949585,0.9003599339680828
Algeria,DZA,1954,0.4343,0.833706092,1757770.3675384521,0.7266561924405962
Algeria,DZA,1955,0.4713,0.812875683,2463967.3476104736,0.7085004588599421
Algeria,DZA,1956,0.4992,0.765417641,3168086.707015991,0.6671361454270424
Algeria,DZA,1957,0.54,1.147318499,3870054.523422241,1.0
Algeria,DZA,1958,0.4959,0.891371975,4569796.874649048,0.7769176351439618
Algeria,DZA,1959,0.5246,0.782853237,5267239.838516235,0.6823329682928785
Algeria,DZA,1960,0.5563,0.745114168,5962309.492782593,0.6494396879763027
Algeria,DZA,1961,0.5342,0.491840357,6654931.915145874,0.42868685323969485
Algeria,DZA,1962,0.4872,0.870795277,7345033.183517456,0.7589830354509084
Algeria,DZA,1963,0.4549,0.951084112,8032539.375564575,0.8289625878332499
Algeria,DZA,1964,0.4617,0.86234485,8717376.569107056,0.7516176639282097
Algeria,DZA,1965,0.5249,0.845317132,9399470.841934204,0.7367763465304328
Algeria,DZA,1966,0.6526,0.628119632,10078748.27180481,0.5474675363009204
Algeria,DZA,1967,0.6351,0.785660614,10755134.936538696,0.6847798712256272
Algeria,DZA,1968,0.6624,0.636405153,11428556.913864136,0.5546891761570036
Algeria,DZA,1969,0.801,0.966814989,12098940.281478882,0.8426735817845468
Algeria,DZA,1970,1.0411,0.568218189,13745960.0,0.49525758496464367
Algeria,DZA,1971,1.254,0.815073184,13430295.499160767,0.7104157953614587
Algeria,DZA,1972,1.8528,0.829180329,14091119.504592896,0.7227115484695066
Algeria,DZA,1973,2.4365,0.726616899,14748609.21156311,0.6333175135181012
Algeria,DZA,1974,1.9739,0.733262099,15402690.697799683,0.6391094535990741
Algeria,DZA,1975,1.9269,0.694127633,16018020.0,0.6049999486672619
Algeria,DZA,1976,2.2903,1.128628024,16700333.319198608,0.9837094276643402
Algeria,DZA,1977,2.3799,0.539175448,17343746.60987854,0.46994400288145266
Algeria,DZA,1978,3.4501,0.557176035,17983455.990982056,0.48563327052220745
Algeria,DZA,1979,2.4424,0.960337628,18619387.540237427,0.8370279297658216
Algeria,DZA,1980,3.4553,0.840973849,18811170.0,0.7329907516814126
Algeria,DZA,1981,2.3376,0.487572209,19879621.45423889,0.4249667458730655
Algeria,DZA,1982,1.9153,0.879902419,20503775.97465515,0.7669207981627776
Algeria,DZA,1983,2.4881,0.422611241,21123856.974227905,0.36834692491086557
Algeria,DZA,1984,3.2599,0.6743267,21739790.53086853,0.5877415038524537
Algeria,DZA,1985,3.2369,0.67253708,21977720.0,0.586181675433789
Algeria,DZA,1986,3.2932,0.903213307,22958919.626419067,0.7872385111782286
Algeria,DZA,1987,3.5283,0.609853632,23561967.320877075,0.5315469353379614
Algeria,DZA,1988,3.4246,0.768596798,24160571.883377075,0.6699070908992639
Algeria,DZA,1989,3.1788,0.64913544,24754659.391921997,0.5657848631969108
Algeria,DZA,1990,2.979,0.855468386,25298700.0,0.7456241547099817
Algeria,DZA,1991,2.985,0.85172814,25928987.55781555,0.7423641654365062
Algeria,DZA,1992,2.9555,0.763901249,26509080.370803833,0.6658144618654841
Algeria,DZA,1993,2.9651,0.623158664,27084360.440750122,0.5431435687153511
Algeria,DZA,1994,3.0534,0.836144614,27654753.84553528,0.7287816022567243
Algeria,DZA,1995,3.3028,0.713699259,28291130.0,0.6220585300612328
Algeria,DZA,1996,3.3071,0.900134658,28780584.97062683,0.7845551682331935
Algeria,DZA,1997,2.9252,0.783487508,29335874.84654236,0.682885797346496
Algeria,DZA,1998,3.5313,0.536567136,29885982.36833191,0.4676706045162442
Algeria,DZA,1999,2.9934,0.857309718,30430833.613815308,0.7472290551814766
Algeria,DZA,2000,2.8169,0.542880562,30533830.0,0.4731733711895811
Algeria,DZA,2001,2.6638,0.507899102,31504471.587020874,0.4426836161385732
Algeria,DZA,2002,2.8067,0.775958235,32033110.470291138,0.6763233013991523
Algeria,DZA,2003,2.822,0.94162178,32556197.38835144,0.8207152423853665
Algeria,DZA,2004,2.6873,0.890703553,33073658.41899109,0.7763350401622
Algeria,DZA,2005,3.2119,0.82977459,32888450.0,0.7232295049048973
Algeria,DZA,2006,2.9785,0.782724435,34091407.12919617,0.6822207047844349
Algeria,DZA,2007,3.1727,0.715081969,34591546.964279175,0.6232636967182728
Algeria,DZA,2008,3.1394,0.807936186,35085765.222976685,0.7041952053455035
Algeria,DZA,2009,3.4014,0.952421936,35573987.983169556,0.8301286319623788
Algeria,DZA,2010,3.2747,0.777972286,35468210.0,0.6780787433289699
Algeria,DZA,2011,3.2679,0.870019516,36532151.31919861,0.7583068840590532
Algeria,DZA,2012,3.4269,0.720028296,37001944.05049133,0.6275749032440205
Algeria,DZA,2013,3.4723,0.667083333,37465445.59434509,0.581428202876035
Algeria,DZA,2014,3.6795,0.718443599,37922582.028549194,0.6261936852113809
Angola,AGO,1950,0.0411,9.643609774,9355009.54272461,0.9261208332508396
Angola,AGO,1951,0.054,9.985510846,8971049.615722656,0.9589551881356349
Angola,AGO,1952,0.0661,8.280705133,8611989.720947266,0.7952347427365392
Angola,AGO,1953,0.0569,8.248555708,8277512.413452148,0.7921472834793418
Angola,AGO,1954,0.0705,9.185090147,7967300.247680664,0.8820870545133401
Angola,AGO,1955,0.082,8.183337339,7681035.77746582,0.7858840592658958
Angola,AGO,1956,0.0976,8.429951919,7418401.557983398,0.809567607820212
Angola,AGO,1957,0.1183,9.54743388,7179080.143676758,0.9168846134973127
Angola,AGO,1958,0.1117,7.47201522,6962754.088623047,0.7175724779186151
Angola,AGO,1959,0.115,8.892766425,6769105.947265625,0.8540138438233419
Angola,AGO,1960,0.1006,9.482365791,6597818.274536133,0.9106358213733107
Angola,AGO,1961,0.082,10.41290664,6448573.624389648,1.0
Angola,AGO,1962,0.2102,8.773649838,6321054.551513672,0.842574522304562
Angola,AGO,1963,0.2024,9.514699526,6214943.610473633,0.9137409807795991
Angola,AGO,1964,0.2132,7.732906663,6129923.35534668,0.7426271002272234
Angola,AGO,1965,0.2056,8.187720349,6065676.340942383,0.7863049801625802
Angola,AGO,1966,0.2685,8.35533654,6021885.121948242,0.8024019449001801
Angola,AGO,1967,0.1718,9.904178686,5998232.252319336,0.9511444814029372
Angola,AGO,1968,0.2892,8.863826139,5994400.286499023,0.8512345731546865
Angola,AGO,1969,0.4795,9.965258435,6010071.779663086,0.9570102546314582
Angola,AGO,1970,0.6074,7.935300471,5926330.0,0.7620639217600822
Angola,AGO,1971,0.5637,7.98655249,6098655.358520508,0.7669858922311437
Angola,AGO,1972,0.7202,8.2154988,6170932.5537109375,0.7889726743963202
Angola,AGO,1973,0.7501,8.298343345,6261443.425170898,0.7969286225157205
Angola,AGO,1974,0.7197,8.811151848,6369870.52722168,0.846176015268682
Angola,AGO,1975,0.6277,9.003778056,6637420.0,0.8646748086084829
Angola,AGO,1976,0.4506,9.156254025,6639203.642211914,0.8793177871995213
Angola,AGO,1977,0.4682,8.978325312,6799474.763305664,0.8622304628671866
Angola,AGO,1978,0.6931,8.532746379,6976392.333618164,0.8194394393417899
Angola,AGO,1979,0.6812,8.602229534,7169638.906738281,0.8261122308496948
Angola,AGO,1980,0.6395,7.28532451,7638420.0,0.6996436981403686
Angola,AGO,1981,0.6095,7.479162653,7603849.280151367,0.7182588792517975
Angola,AGO,1982,0.5177,8.023896224,7844178.189331055,0.7705721852126391
Angola,AGO,1983,0.5497,7.8129988,8099566.319458008,0.7503187217666248
Angola,AGO,1984,0.5186,8.336698713,8369696.224975586,0.8006120674294264
Angola,AGO,1985,0.4694,8.221165853,9045750.0,0.7895169079322506
Angola,AGO,1986,0.449,8.849611388,8952911.580200195,0.8498694643055016
Angola,AGO,1987,0.5413,7.567570091,9265362.138793945,0.7267490579364304
Angola,AGO,1988,0.4562,9.071392215,9591284.690795898,0.8711681117117939
Angola,AGO,1989,0.4298,8.077267651,9930361.789916992,0.7756976923208062
Angola,AGO,1990,0.4295,8.102467952,10335050.0,0.7781177947831865
Angola,AGO,1991,0.4133,9.142894639,10646709.850219727,0.8780348230414943
Angola,AGO,1992,0.4081,7.39209536,11023345.919555664,0.7098974009431819
Angola,AGO,1993,0.4396,8.000783253,11411866.754882812,0.7683525387873832
Angola,AGO,1994,0.2863,7.71953526,11811954.909790039,0.7413429820206282
Angola,AGO,1995,0.7851,6.390280457,12105110.0,0.6136884424232195
Angola,AGO,1996,0.7239,7.692832528,12645563.397949219,0.7387785941005999
Angola,AGO,1997,0.4941,9.367021242,13078448.83959961,0.8995587462599204
Angola,AGO,1998,0.4733,8.569685496,13521631.819335938,0.82298687506527
Angola,AGO,1999,0.5754,9.765500781,13974794.891723633,0.9378265952646629
Angola,AGO,2000,0.5803,8.813705934,13926370.0,0.846421296061865
Angola,AGO,2001,0.5707,7.689851733,14909791.530517578,0.7384923344515841
Angola,AGO,2002,0.7191,7.854350958,15390990.206665039,0.7542899624038116
Angola,AGO,2003,0.496,7.094603367,15880899.192504883,0.6813278570794908
Angola,AGO,2004,0.997,8.728217165,16379201.04309082,0.8382114107766553
Angola,AGO,2005,0.978,7.056899027,16489020.0,0.6777069334216177
Angola,AGO,2006,1.0969,9.637273622,17399713.556274414,0.925512343016647
Angola,AGO,2007,1.1947,8.147942705,17921289.32751465,0.782484947449793
Angola,AGO,2008,1.1747,9.049383005,18449988.181518555,0.869054464604323
Angola,AGO,2009,1.2244,9.321808891,18985492.67236328,0.8952167932814579
Angola,AGO,2010,1.2358,8.903970365,19081920.0,0.8550898104470088
Angola,AGO,2011,1.2522,9.250843344,20075648.782592773,0.888401640754555
Angola,AGO,2012,1.3462,7.579030465,20629665.5111084,0.727849651113361
Angola,AGO,2013,1.2772,8.299565301,21189218.09411621,0.7970459726507257
Angola,AGO,2014,1.6424,7.438419462,21753989.086914062,0.7143461205564021
Argentina,ARG,1900,0.4415,5.578473823,-18528085.74837494,0.8766864067611945
Argentina,ARG,1901,0.5127,4.017766135,-17865278.724372864,0.6314130114902506
Argentina,ARG,1902,0.5582,4.651012484,-17203495.64846039,0.7309309950667876
Argentina,ARG,1903,0.5467,4.968522153,-16542772.256599426,0.7808293041132307
Argentina,ARG,1904,0.6985,5.87430271,-15883144.284797668,0.9231774672535641
Argentina,ARG,1905,0.7059,4.841473386,-15224647.469108582,0.7608629243185556
Argentina,ARG,1906,1.0678,3.859771041,-14567317.545463562,0.6065832541695885
Argentina,ARG,1907,1.0285,4.345294375,-13911190.249931335,0.6828857914922908
Argentina,ARG,1908,1.2065,4.063928779,-13256301.318458557,0.638667713005224
Argentina,ARG,1909,0.9077,3.69406854,-12602686.487098694,0.5805422374323421
Argentina,ARG,1910,1.3185,4.164771036,-11950381.49181366,0.6545156023642306
Argentina,ARG,1911,1.428,4.665935176,-11299422.068641663,0.7332761743476771
Argentina,ARG,1912,1.3235,4.849133953,-10649843.953575134,0.7620668225835783
Argentina,ARG,1913,1.3805,4.575719591,-10001682.882606506,0.7190983222044228
Argentina,ARG,1914,1.15,6.363134845,-9354974.59172821,1.0
Argentina,ARG,1915,0.8967,4.99068242,-8709754.816978455,0.7843119062487822
Argentina,ARG,1916,0.6279,3.497384025,-8066059.294334412,0.5496322347699674
Argentina,ARG,1917,0.2738,3.586457032,-7423923.75983429,0.5636305247904895
Argentina,ARG,1918,0.3014,5.398413612,-6783383.949440002,0.84838900062631
Argentina,ARG,1919,0.4338,5.906146293,-6144475.599189758,0.9281818532638687
Argentina,ARG,1920,0.6673,5.111811624,-5507234.44506073,0.8033479956843504
Argentina,ARG,1921,0.6101,5.031564823,-4871696.223060608,0.7907367902086319
Argentina,ARG,1922,0.781,5.209069284,-4237896.6691970825,0.8186325468323467
Argentina,ARG,1923,0.8774,4.728232968,-3605871.5194778442,0.7430665989603117
Argentina,ARG,1924,1.1055,3.401189415,-2975656.5099105835,0.5345147475025732
Argentina,ARG,1925,1.1007,4.918946624,-2347287.3765029907,0.7730382498282574
Argentina,ARG,1926,1.0709,5.091578945,-1720799.85521698,0.8001683241084921
Argentina,ARG,1927,1.235,4.487997316,-1096229.6821212769,0.7053123067989926
Argentina,ARG,1928,1.1423,4.919719752,-473612.5931625366,0.7731597509466263
Argentina,ARG,1929,1.1461,3.904704134,147015.67562103271,0.6136447252989183
Argentina,ARG,1930,1.0875,5.147699229,765619.3882522583,0.8089879209529779
Argentina,ARG,1931,1.07,4.717561701,1382162.8086776733,0.7413895534065175
Argentina,ARG,1932,1.07,5.248696108,1996610.2009658813,0.8248601099698996
Argentina,ARG,1933,1.0621,4.343490186,2608925.8290481567,0.6826022537323739
Argentina,ARG,1934,1.1231,4.791052623,3219073.9569625854,0.7529390370792935
Argentina,ARG,1935,1.0848,4.152854594,3827018.848701477,0.6526428710312833
Argentina,ARG,1936,1.1497,4.363296902,4432724.768226624,0.6857149829896462
